pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
Perú,2025-12-17,2025,7-5-M/249,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-030-2026.pdf,Decreto Supremo N.* 012-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen; seguridad estado,,nacional,"Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que, m",21229
Colombia,2025-12-23,2025,MPC/OEA No.2075/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_2075-2025.pdf,,estado de emergencia,Art. 213 Constitución,,,nacional,fundamentales y la prestación de unos servicios públicos esenciales,10087
Perú,2025-12-24,2025,7-5-M/255,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-028-2026.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que, m",26192
El Salvador,2025-12-26,2025,MPOEA - OEA-165/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_165-2025.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11420
Colombia,2025-12-31,2025,MPC/OEA No.2106/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_2106-2025.pdf,,estado de emergencia,Art. 213 Constitución,desastre/salud; seguridad/crimen; seguridad estado,,nacional,"Humanos, el artículo 213 de la Constitución Política, la ley 137 de 1994 y la Declaratoria del estado de emergencia económica y social conforme al Decreto 1390",8820
Ecuador,2026-01-05,2026,4-2-1/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-1-2026.pdf,Decreto Ejecutivo No. 277,estado de excepción,Art. 5 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional — y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",12007
Perú,2026-01-05,2026,7-5-M/001 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-029-2026.pdf,DECRETO SUPREMO N* 013-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",22529
Chile,2026-01-05,2026,3-26,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_3-26.pdf,decreto supremo N*189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Segú",5838
Perú,2026-01-12,2026,7-5-M/010 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-033-2026.pdf,DECRETO SUPREMO N* 015-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que, m",23588
Chile,2026-01-20,2026,11-26,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_11-26.pdf,,estado de excepción,Art. 41 Constitución,,30,,"Internacional— y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: De a",5684
Guatemala,2026-01-20,2026,,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_OEA-M4-NV-05-2026.pdf,,,,,,,,0
El Salvador,2026-01-23,2026,MPOEA - OEA-02/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_02-2026.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"“ Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OFA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea",7834
Perú,2026-01-30,2026,7-5-M/029,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-051-2026.pdf,Decreto Supremo N.* 027-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",25356
Perú,2026-01-30,2026,7-5-M/028,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-036-2026.pdf,Decreto Legislativo N* 1214,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que, m",22280
Colombia,2026-01-30,2026,MPC/OEA No. 116/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_116-2026.pdf,,estado de emergencia,Art. 215 Constitución,,,nacional,"Humanos, el artículo 215 de la Constitución Política, la Ley 137 de 1994 y la declaratoria del estado de emergencia económica y social, conforme al Decreto 1390",8458
Perú,2026-02-04,2026,7-5-M/033 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-055-2026.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23266
Perú,2026-02-12,2026,7-5-M/036 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-059-2026.pdf,Decreto Supremo N. 038-,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24182
Colombia,2026-02-12,2026,MPC/OEA No. 161/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_161-2026.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,,"y garantías que, conforme a lo dispuesto en el inciso segundo del artículo 27 de la Convención Americana sobre Derechos Humanos, no son susceptibles de derogaci",9655
Guatemala,2026-02-17,2026,M4-NV-22-2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-NV-22-2026.pdf,,estado de sitio,,seguridad/crimen,,nacional,"Civiles y Políticos y de la Convención Americana sobre Derechos Humanos, se realiza la presente notificación al Secretario General de la Organización de los Est",9778
Chile,2026-02-19,2026,33-26,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_33-26.pdf,decreto supremo N*24/26,estado de excepción,Art. 41 Constitución,,30,,"Internacional- y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Segú",5827
Colombia,2026-02-27,2026,MPC/OEA No. 218/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_218-2026.pdf,,estado de emergencia,Art. 215 Constitución,seguridad estado,,"subnacional: Córdoba, Antioquia, La Guajira, Sucre, Bolívar, Cesar,","y garantías que, conforme a lo dispuesto en el inciso segundo del artículo 27 de la Convención Americana sobre Derechos Humanos, no son susceptibles de derogaci",6770
El Salvador,2026-02-28,2026,MPOEA - OEA-017/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_017-2026.pdf,Decreto Legislativo No.333,régimen de excepción,,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",11286
Ecuador,2026-03-03,2026,4-2-43/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-43-2026.pdf,Decreto Ejecutivo No. 311,estado de excepción,Art. 5 Constitución,desastre/salud; seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que, m",15420
Perú,2026-03-04,2026,7-5-M/051 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-063-2026.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",20606
Chile,2026-03-05,2026,44-26,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_44-26.pdf,,estado de excepción,Art. 42 Constitución,seguridad/crimen,,subnacional: Arauco y Biobío de la,"Internacional- y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Segú",5855
Guatemala,2026-03-05,2026,OEA-M4-NV-039-2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-NV-039-26.pdf,,estado de sitio,,seguridad/crimen,,nacional,"Civiles y Políticos y de la Convención Americana sobre Derechos Humanos, la presente comunicación se realiza a efecto de notificar al Secretario General de la O",11726
Perú,2026-03-11,2026,7-5-M/055 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-064-2026.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23975
Perú,2026-03-17,2026,7-5-M/059 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-069-2026.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",30223
Ecuador,2026-03-18,2026,4-2-62/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-62-2026.pdf,Decreto Ejecutivo No. 329,estado de excepción,Art. 5 Constitución,seguridad/crimen; orden público,,,"Internacional- y en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que, m",13287
Guatemala,2026-03-20,2026,OEA-M4-NV-057-2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-NV-057-26.pdf,,estado de prevención,,seguridad/crimen,,"subnacional: Guatemala, Petén, Escuintla, Izabal, San Marcos y Huehuetenango de la República d","Civiles y Políticos y de la Convención Americana sobre Derechos Humanos, la presente comunicación se realiza a efecto de notificar al Secretario General de la O",10010
Ecuador,2026-03-24,2026,4-2-68/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-68-2026.pdf,Decreto Ejecutivo No. 277,estado de excepción,Art. 5 Constitución,seguridad/crimen; orden público,,"subnacional: Guayas, Manabí, Santa Elena, Los Ríos, El Oro, Pichincha, Esmeraldas,","Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que,",13524
Chile,2026-03-26,2026,54-26,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_54-26.pdf,decreto supremo N*24/26,estado de excepción,Art. 41 Constitución,,30,,"Internacional- y, de conformidad con lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Segú",6099
Perú,2026-03-30,2026,7-5-M/063 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-074-2026.pdf,Decreto Supremo N.* 052-,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23147
El Salvador,2026-03-30,2026,MPOEA - OEA-029/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_029-2026.pdf,Decreto Legislativo No.333,régimen de excepción,,,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10443
Perú,2026-04-01,2026,7-5-M/064 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-078-2026.pdf,DECRETO SUPREMO N* 055-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,subnacional: Tambopata y de Manu del,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24960
Ecuador,2026-04-06,2026,4-2-82/2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-82-2026.pdf,Decreto Ejecutivo No. 353,estado de excepción,Art. 5 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y, en cumplimiento de lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a honra informar que,",15115
Perú,2026-04-06,2026,7-5-M/069 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-091-2026.pdf,Decreto Supremo N. 062-,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16760
Guatemala,2026-04-09,2026,OEA-M4-NV-069-2026,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-NV-069-26.pdf,,estado de prevención,,,,"subnacional: Guatemala, Sacatepéquez, Petén, Escuintla, Izabal","Civiles y Políticos, y de los artículos 7, 15 y 22 de la Convención Americana sobre Derechos Humanos, relativos al Derecho a la Libertad Personal, el Derecho de",8122
Perú,2026-04-14,2026,7-5-M/074 con susrespectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-099-2026.pdf,Decreto Supremo N.*064-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23192
Perú,2026-04-20,2026,7-5-M/078 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-098-2026.pdf,Decreto Supremo N.*063-2026,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,"subnacional: Ayacucho, Cusco y Junín, por el término","Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",24400
