pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
Perú,2023-01-17,2023,7-5-M/008,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-099-2023.pdf,DECRETO SUPREMO N* 051-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",19099
El Salvador,2023-01-19,2023,MPOEA- OEA-005/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_005-2023.pdf,Decreto Legislativo No 333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislat",7018
Perú,2023-01-26,2023,7-5-M/015,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-103-2023.pdf,DECRETO SUPREMO N* 053-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",12181
Perú,2023-02-07,2023,7-5-M/027,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-105-2023.pdf,DECRETO SUPREMO N* 055-2023,estado de emergencia,Art. 2 Constitución,desastre/salud; seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",20086
Perú,2023-02-08,2023,7-5-M/029,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-127-2023.pdf,DECRETO SUPREMO N* 063-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",15999
Perú,2023-02-08,2023,7-5-M/028,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-122-2023.pdf,DECRETO SUPREMO N* 060-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",15954
Perú,2023-02-10,2023,7-5-M/034,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-142-2023.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",9717
Perú,2023-02-15,2023,7-5-M/037,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-140-2023.pdf,Decreto Supremo N.* 070-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",14831
Perú,2023-02-15,2023,7-5-M/036,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-141-2023.pdf,DECRETO SUPREMO N* 068-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",15908
Perú,2023-02-17,2023,7-5-M/041,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-144-2023.pdf,Decreto Supremo N.*071-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",15236
Perú,2023-02-21,2023,7-5-M/042,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-155-2023.pdf,DECRETO SUPREMO N* 077-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",16939
Perú,2023-02-28,2023,7-5-M/049,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-162-2023.pdf,DECRETO SUPREMO N* 080-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",13750
El Salvador,2023-03-01,2023,MPOEA- OEA-032/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_032-2023.pdf,Decreto Legislativo N* 661,régimen de excepción,Art. 30 Constitución,,,,"Internacional, en ocasión de referirse a la comunicación MPOEA-OEA-034/2022 de 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de",9060
Ecuador,2023-03-07,2023,4-2-068/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-068-2023.pdf,Decreto Ejecutivo No. 681,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,,"Internacional— y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",12744
Perú,2023-03-15,2023,7-5-M/062 y nota No. 7-5-M/063,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-163-2023.pdf,DECRETO SUPREMO N* 081-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",14514
Perú,2023-03-22,2023,7-5-M/071,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-177-2023.pdf,Decreto Supremo N* 086-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16281
El Salvador,2023-03-31,2023,MPOEA - OEA-054/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_054-2023.pdf,Decreto Legislativo No 333,régimen de excepción,,,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislat",7925
Ecuador,2023-04-10,2023,4-2-095/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-199-2023.pdf,Decreto Ejecutivo No. 824,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,subnacional: Manabí y Los Rios”,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",8036
Perú,2023-04-11,2023,7-5-M/081,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-176-2023.pdf,Decreto Supremo N* 087-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",17275
Perú,2023-04-14,2023,7-5-M/092,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-180-2023.pdf,DECRETO SUPREMO N* 088-2023,estado de emergencia,Art. 2 Constitución,,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",14622
Perú,2023-04-19,2023,7-5-M/099,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-179-2023.pdf,Decreto Supremo N* 090-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15534
Perú,2023-04-24,2023,7-5-M/103,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-183-2023.pdf,Decreto Supremo N* 092-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15336
Perú,2023-04-27,2023,7-5-M/105,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-186-2023.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15454
El Salvador,2023-04-28,2023,MPOEA - OEA-063/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_063-2023.pdf,Decreto Legislativo N* 333,régimen de excepción,,,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislat",7465
Perú,2023-05-16,2023,7-5-M/122,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-185-2023.pdf,Decreto Supremo N* 095-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15954
Perú,2023-05-22,2023,7-5-M/127,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-188-2023.pdf,Decreto Supremo N* 098-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15116
El Salvador,2023-05-24,2023,MPOEA - OEA-078/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_078-2023.pdf,Decreto Legislativo No.333,régimen de excepción,,,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",7959
Perú,2023-06-07,2023,7-5-M/140,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-203-2023.pdf,DECRETO SUPREMO N* 102-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16373
Perú,2023-06-09,2023,7-5-M/144,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-213-2023.pdf,DECRETO SUPREMO N* 105-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",13736
Perú,2023-06-28,2023,7-5-M/155,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-223-2023.pdf,DECRETO SUPREMO N* 106-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, informa que mediante Decret",16395
El Salvador,2023-06-30,2023,MPOEA - OEA-109/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_109-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",8970
Colombia,2023-07-04,2023,S-GTAJl-23-012668,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_S-GTAJl-23-012668.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,"subnacional: Manaure, Riohacha","Humanos, aprobada por la República de Colombia mediante la Ley 16 de 1972, el Ministerio de Relaciones Exteriores de la República de Colombia —Dirección de Asun",12537
Perú,2023-07-14,2023,7-5-M/162,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-231-2023.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16870
Perú,2023-07-20,2023,7-5-M/163,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-230-2023.pdf,Decreto Supremo N*088-2023,estado de emergencia,Art. 2 Constitución,seguridad estado,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",18568
Ecuador,2023-07-27,2023,4-2-198/2023 y nota No. 4-2-199/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-198-2023.pdf,Decreto Ejecutivo No. 823,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",12719
El Salvador,2023-07-28,2023,MPOEA - OEA-126/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_126-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10489
Colombia,2023-08-01,2023,MCP/OEA/947/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_MCP-OEA-947-2023.pdf,,estado de emergencia,,,,,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar y transmitir la Nota",6815
Perú,2023-08-04,2023,7-5-M/176 y nota No. 7-5-M/177 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-229-2023.pdf,DECRETO SUPREMO N* 108-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23115
Chile,2023-08-08,2023,175-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_175-23.pdf,decreto supremo N2,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: De acuer",6539
Perú,2023-08-08,2023,7-5-M/179 y nota No. 7-5-M/180 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-241-2023.pdf,DECRETO SUPREMO N* 118-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15531
Ecuador,2023-08-10,2023,4-2-203/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-203-2023.pdf,Decreto Ejecutivo N* 341,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ec",10229
Ecuador,2023-08-14,2023,4-2-206/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-206-2023.pdf,Decreto Ejecutivo N* 843,estado de excepción,Art. 3 Constitución,seguridad/crimen; orden público,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, como alcance a la Nota Verbal",9565
Perú,2023-08-23,2023,7-5-M/185 y nota No. 7-5-M/186 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-240-2023.pdf,Decreto Supremo N* 117-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",23639
El Salvador,2023-08-29,2023,MPOEA - OEA-146/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_146-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen; seguridad estado,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10174
Perú,2023-09-14,2023,7-5-M/203,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-239-2023.pdf,Decreto Supremo N* 002-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15805
Perú,2023-09-20,2023,7-5-M/213,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-269-2023.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",14949
Perú,2023-09-29,2023,7-5-M/223,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-273-2023.pdf,Decreto Supremo N* 127-,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15733
El Salvador,2023-10-03,2023,MPOEA - OEA-172/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_172-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",10066
Perú,2023-10-05,2023,7-5-M/229,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-272-2023.pdf,Decreto Legislativo N* 1266,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",14654
Ecuador,2023-10-11,2023,4-2-248/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-248-2023.pdf,Decreto Ejecutivo N* 890,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",14016
Chile,2023-10-12,2023,274-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_274-23.pdf,decreto supremo N*256,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- de la Organización de los Estados Americanos y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos,",5371
Perú,2023-10-16,2023,7-5-M/239,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-279-2023.pdf,Decreto Legislativo N* 1095,estado de emergencia,Art. 2 Constitución,,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",19197
El Salvador,2023-10-31,2023,MPOEA - OEA-190/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_190-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",9098
El Salvador,2023-11-27,2023,MPOEA - OEA-208/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_208-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, las muestras de su más alta consideración y estima",9714
Perú,2023-12-01,2023,7-5-M/272 y Nota No. 7-5-M/273 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-278-2023.pdf,Decreto Supremo N* 134-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16679
Perú,2023-12-07,2023,7-5-M/278 y Nota No. 7-5-M/279 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-282-2023.pdf,Decreto Supremo N* 137-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",11871
Perú,2023-12-12,2023,7-5-M/282,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-284-2023.pdf,Decreto Supremo N*023-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",23927
Perú,2023-12-15,2023,7-5-M/283 y Nota No. 7-5-M/284 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-283-2023.pdf,DECRETO SUPREMO N* 138-2023,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",14056
El Salvador,2023-12-26,2023,MPOEA - OEA-222/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_222-2023.pdf,Decreto Legislativo No.333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",8644
Chile,2023-12-29,2023,345-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_345-23.pdf,decreto supremo N* 189,estado de excepción,Art. 42 Constitución,seguridad/crimen,,,"Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: Según fu",5564
Perú,2024-01-05,2024,7-5-M/005,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-128-2024.pdf,Decreto Supremo N* 069-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",15833
Ecuador,2024-01-09,2024,4-2-007/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-007-2024.pdf,Decreto Ejecutivo N* 111,,,seguridad/crimen; seguridad estado,,,"Internacional- y como alcance a la Nota N? 4-2-004/2024, de 8 de los corrientes, conforme lo establecido en el artículo 27, inciso 3, de la Convención Americana",7581
Ecuador,2024-01-09,2024,4-2-004/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-004-2024.pdf,,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",10691
Perú,2024-01-12,2024,7-5-M/007 y Nota No. 7-5-M/008 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-127-2024.pdf,Decreto Supremo N* 070-2024,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que me",16219
