pais,pais_en,fecha,anio,tipo_evento,regimen,regimen_origen,cn_ref,url_pdf,fuente,texto,snippet
Guatemala,Guatemala,2013-01-15,2013,extensión,estado de emergencia,heredado,,,ONU_PIDCP_art4,"... on 7 November 2012, the President of the Republic of Guatemala, in the Council of Ministers, declared a state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San Marcos, Huehuetenango and Suchitepéquez through Government Decrees Nos. 3-2012 and 4-2012. Subsequently, on 7 December 2012, the President of the Republic of Guatemala extended the state of disaster for an additional thirty days in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San Marcos, Huehuetenango and Suchitepéquez, through Government Decree 5-2012. Because the conditions that gave rise to the aforementioned declaration of a state of disaster still persist, the President of the Republic of Guatemala has further extended, through Government Decree No. 1-2013 of 7 January 2013, the state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San Marcos, Huehuetenango and Suchitepéquez, for a period of thirty additional days ...","... on 7 November 2012, the President of the Republic of Guatemala, in the Council of Ministers, declared a state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San "
Guatemala,Guatemala,2013-02-27,2013,extensión,estado de emergencia,heredado,,,ONU_PIDCP_art4,"... on 7 November 2012, the President of the Republic of Guatemala, in the Council of Ministers, declared a state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San Marcos, Huehuetenango and Suchitepéquez through Government Decrees Nos. 3-2012, 4-2012, 5-2012 and 1-2013. Because the conditions that gave rise to the aforementioned declaration of a state of disaster still persist, the President of the Republic of Guatemala has further extended, through Government Decree No. 2-2013 of 31 January 2013, the state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San Marcos, Huehuetenango and Suchitepéquez, for a period of thirty additional days.","... on 7 November 2012, the President of the Republic of Guatemala, in the Council of Ministers, declared a state of disaster in the Guatemalan departments of Retalhuleu, Quetzaltenango, Sololá, Quiché, Totonicapán, San "
Perú,Peru,2013-03-13,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 078- 2011-PCM (12 September 2011) by which a state of emergency was declared in the Cholón district of the province of Marañón, the Monzón district of the province of Huamalies and the province of Leoncio Prado, all located in the department of Huánuco; the province of Tocache, department of San Martin; and the province of Padre Abad, department of Ucayali. The above-mentioned state of emergency was extended by Supreme Decrees Nos. 087-2011-PCM (11 November 2011), 002-2012-PCM (3 January 2012), 023-2012-PCM (10 March 2012), 052-2012-PCM, 073-2012-PCM (7 July 2012), 092-2012-PCM (6 September 2012) and 108-2012-PCM (26 October 2012) and 001-2013-PCM (3 January 2013). In that regard, in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat of the United Nations that, by Supreme Decree No. 022-2013-PCM, the aforementioned state of emergency was extended for 60 days, with effect from 6 March 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and liberty and security of person, set out in article 2, paragraphs 9, 11, 12, and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, are suspended.","[...] by Supreme Decree No. 078- 2011-PCM (12 September 2011) by which a state of emergency was declared in the Cholón district of the province of Marañón, the Monzón district of the province of Huamalies and the provinc"
Perú,Peru,2013-03-13,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was extended by Supreme Decree 080-2012-PCM (1 August 2012), Supreme Decree 099-2012-PCM (27 September 2012) and Supreme Decree 116-2012-PCM (23 November 2012). In that regard, and in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that, by Supreme Decree 011-2013-PCM, the aforementioned state of emergency has been extended for 60 days, with effect from 5 February 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and liberty and security of the person, provided for in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended.","[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was exte"
Perú,Peru,2013-03-13,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 085-2011-PCM, issued on 5 November 2011, by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the districts of Kimbiri, Pichari and Vilcabamba, province of La Convención, department of Cusco; the province of Satipo; the districts of Andamarca and Comas, province of Concepción; and the districts of Santo Domingo de Acobamba and Pariahuanca, province of Huancayo, department of Junín. This state of emergency was extended under Supreme Decree 004-2012-PCM, issued on 4 January 2012; Supreme Decree 022-2012-PCM, issued on 6 March 2012; Supreme Decree 060-2012-PCM, issued on 29 May 2012; Supreme Decree 081-2012-PCM, issued on 1 August 2012; Supreme Decree 098-2012-PCM, issued on 27 September 2012; and Supreme Decree 115-2012-PCM, issued on 23 November 2012. In this regard, under article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations wishes to note that, pursuant to Supreme Decree 010-2013-PCM, the state of emergency has been extended for 60 days from 30 January 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly and freedom and security of person, which are recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on C","[...] by Supreme Decree No. 085-2011-PCM, issued on 5 November 2011, by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huanc"
Perú,Peru,2013-03-28,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree 085-2011-PCM (5 November 2011) by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; Andamarca and Comas districts of the province of Concepción, and Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín. The aforementioned state of emergency was extended by Supreme Decree 004-2012PCM (4 January 2012), 022-2012-PCM (6 March 2012), 060-2012-PCM (29 May 2012), Supreme Decree 081-2012-PCM (1 August 2012), Supreme Decree 098-2012-PCM (27 September 2012), Supreme Decree 115-2012-PCM (23 November 2012) and Supreme Decree 010-2013-PCM (26 January 2013). In that regard, and in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that, by Supreme Decree 028-2013-PCM, the aforementioned state of emergency has been extended for 60 days, with effect from 31 March 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and of liberty and security of the person, provided for in article 2, paragraphs 9, 11, 12 and 24(f), of the political Constitution of Peru and in articles 17, 12, 21 and 9 of the Inter","[...] by Supreme Decree 085-2011-PCM (5 November 2011) by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbi"
Perú,Peru,2013-03-28,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was extended by Supreme Decree 080-2012-PCM (1 August 2012), Supreme Decree 099-2012-PCM (27 September 2012), Supreme Decree 116-2012-PCM (23 November 2012) and Supreme Decree 011-2013-PCM (26 January 2013). In that regard, and in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that, by Supreme Decree 029-2013-PCM, the aforementioned state of emergency has been extended for 60 days, with effect from 6 April 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and of liberty and security of the person, provided for in article 2, paragraphs 9, 11, 12 and 24(f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant of Civil and Political Rights, respectively, shall be suspended.","[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was exte"
Perú,Peru,2013-05-09,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 078-2011-PCM of 12 September 2011, whereby a state of emergency was declared in the District of Cholón, Province of Marañón; in the District of Monzón, Province of Huamalíes; and in the Province of Leoncio Prado, all in the Department of Huánuco; in the Province of Tocache, Department of San Martín; and in the Province of Padre Abad, Department of Ucayali. It should be noted that this state of emergency was extended by Supreme Decrees Nos. 087-2011-PCM of 11 November 2011, 002-2012-PCM of 3 January 2012, 023-2012-PCM of 10 March 2012, 052-2012-PCM, 073-2012-PCM of 7 July 2012, 092-2012-PCM of 6 September 2012, 108-2012-PCM of 26 October 2012, 001-2013-PCM of 3 January 2013 and 022-2013-PCM of 1 March 2013. In that regard, in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that the state of emergency has been extended by a further 60 days, with effect from 5 May 2013, pursuant to Supreme Decree No. 049-2013-PCM. The rights to inviolability of the home, freedom of movement, freedom of assembly and liberty and security of person, as set out in article 2, paragraphs 9, 11, 12 and 24(f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended during the state of emergency.","[...] by Supreme Decree No. 078-2011-PCM of 12 September 2011, whereby a state of emergency was declared in the District of Cholón, Province of Marañón; in the District of Monzón, Province of Huamalíes; and in the Provin"
Perú,Peru,2013-05-30,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was extended by Supreme Decree 080-2012-PCM (1 August 2012), Supreme Decree 099-2012-PCM (27 September 2012), Supreme Decree 116-2012-PCM (23 November 2012), Supreme Decree 011-2013-PCM (26 January 2013) and Supreme Decree 029-2013-PCM (26 March 2013). In that regard, and in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that, by Supreme Decree 059-2013-PCM, the aforementioned state of emergency has been extended for 60 days, with effect from 5 June 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and of liberty and security of the person, provided for in article 2, paragraphs 9, 11, 12 and 24(f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended.","[...] by Supreme Decree 061-2012-PCM (29 May 2012) by which a state of emergency was declared in the Echarate district of the province of La Convención, department of Cusco. The aforementioned state of emergency was exte"
Perú,Peru,2013-05-30,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree 085-2011-PCM (5 November 2011) by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; Andamarca and Comas districts of the province of Concepción, and Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín. The aforementioned state of emergency was extended by Supreme Decree 004-2012-PCM (4 January 2012), 022-2012-PCM (6 March 2012), 060-2012-PCM (29 May 2012), Supreme Decree 081-2012-PCM (1 August 2012), Supreme Decree 098-2012-PCM (27 September 2012), Supreme Decree 115-2012-PCM (23 November 2012), Supreme Decree 010-2013-PCM (26 January 2013) and Supreme Decree 028-2013-PCM (26 March 2013). In that regard, and in accordance with the provisions of article 4 of the International Covenant on Civil and Political Rights, the Permanent Mission of Peru to the United Nations hereby informs the Secretariat that, by Supreme Decree 058-2013-PCM, the aforementioned state of emergency has been extended for 60 days, with effect from 30 May 2013. During the state of emergency, the rights to inviolability of the home, freedom of movement, freedom of assembly, and of liberty and security of the person, provided for in article 2, paragraphs 9, 11, 12 and 24(f), of the political Constitution of Peru a","[...] by Supreme Decree 085-2011-PCM (5 November 2011) by which a state of emergency was declared in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbi"
Perú,Peru,2013-07-31,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 085-2013-PCM, issued on 28 July 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; the Andamarca and Comas districts of the province of Concepción; and the Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín, has been extended for 60 days, with effect from 29 July 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/27 dated 29 May 2013. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 085-2013-PCM, issued on 28 July 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbiri, P"
Perú,Peru,2013-07-31,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 086-2013-PCM, issued on 28 July 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 4 August 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/26 dated 29 May 2013. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 086-2013-PCM, issued on 28 July 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 4 A"
Perú,Peru,2013-10-11,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 99-2013-PCM, issued on 30 August 2013, the state of emergency in the districts of Cholón of the province of Marañón and Monzón of the province of Huamalíes, and in the province of Leoncio Prado, all in the department of Huánuco; in the province of Tocache, department of San Martín; and in the province of Padre Abad, department of Ucayali, has been extended for 60 days, with effect from 1 September 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/21 dated 9 May 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 99-2013-PCM, issued on 30 August 2013, the state of emergency in the districts of Cholón of the province of Marañón and Monzón of the province of Huamalíes, and in the province of Leoncio Prad"
Perú,Peru,2013-10-11,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 110-2013-PCM, issued on 21 September 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; the Andamarca and Comas districts of the province of Concepción; and the Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín, has been extended for 60 days, with effect from 27 September 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/34 dated 31 July 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 110-2013-PCM, issued on 21 September 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbi"
Perú,Peru,2013-10-11,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 109-2013-PCM, issued on 21 September 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 3 October 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned place, the most recent communication being Note 7-1-SG/35 dated 31 July 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 109-2013-PCM, issued on 21 September 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect fro"
Perú,Peru,2013-12-05,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 121-2013-PCM, issued on 26 November 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 2 December 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/45 dated 10 October 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 121-2013-PCM, issued on 26 November 2013, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from"
Perú,Peru,2013-12-05,2013,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 122-2013-PCM, issued on 26 November 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; the Andamarca and Comas districts of the province of Concepción; and the Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín, has been extended for 60 days, with effect from 26 November 2013. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/44 dated 10 October 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, are suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 122-2013-PCM, issued on 26 November 2013, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the Kimbir"
Perú,Peru,2014-01-28,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 007-2014-PCM, issued on 23 January 2014, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 31 January 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned place, the most recent communication being Note 7-1-SG/57 dated 5 December 2013. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, resprespectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 007-2014-PCM, issued on 23 January 2014, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from "
Perú,Peru,2014-01-28,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 008-2014-PCM, issued on 23 January 2014, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja,department of Huancavelica; the Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; the Andamarca and Comas districts of the province of Concepción; and the Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín, has been extended for 60 days, with effect from 25 January 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/56 dated 5 December 2013. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 008-2014-PCM, issued on 23 January 2014, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja,department of Huancavelica; the Kimbiri,"
Perú,Peru,2014-04-02,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decrees Nos. 134-2013-PCM and 017-2014-PCM, issued on 28 December 2013 and 27 February 2014 respectively, the state of emergency in the district of Cholón of the province of Marañón, in the district of Monzón of the province of Huamalíes and in the province of Leoncio Prado, all in the department of Huánuco; in the province of Tocache, department of San Martín; and in the province of Padre Abad, department of Ucayali, was successively extended for 60 days, with effect from 30 December 2013 and 27 February 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/46 dated 10 October 2013. During the state of emergency, the right to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the national territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, shall be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decrees Nos. 134-2013-PCM and 017-2014-PCM, issued on 28 December 2013 and 27 February 2014 respectively, the state of emergency in the district of Cholón of the province of Marañón, in the district of M"
Perú,Peru,2014-04-02,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 021-2014-PCM, issued on 26 March 2014, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 1 April 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned place, the most recent communication being Note 7-1-SG/7 dated 28 January 2013. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 021-2014-PCM, issued on 26 March 2014, the state of emergency in the Echarate district of the province of La Convención, department of Cusco, has been extended for 60 days, with effect from 1 "
Perú,Peru,2014-04-02,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 020-2014-PCM, issued on 25 March 2014, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; in the province of Tayacaja, department of Huancavelica; in the Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; in the province of Satipo; in the Andamarca and Comas districts of the province of Concepción; and in the Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín, has been extended for 60 days, with effect from 26 March 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being Note 7-1-SG/6 dated 28 January 2014. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f) of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to strengthen peacebuilding in the area and in the country.","[...] by Supreme Decree No. 020-2014-PCM, issued on 25 March 2014, the state of emergency in the provinces of Huanta and La Mar, department of Ayacucho; in the province of Tayacaja, department of Huancavelica; in the Kim"
Perú,Peru,2014-06-27,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 030-2014-PCM, issued on 28 April 2014, the state of emergency in the District of Cholón in the Province of Marañón, the District of Monzón in the Province of Huamalíes, and the Province of Leoncio Prado, Department of Huánuco; in the Province of Tocache, Department of San Martín; and in the Province of Padre Abad, Department of Ucayali, has been extended for 60 days, with effect from 29 April 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being note No. 7-1-SG/15 of 2 April 2014. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to consolidate peace in the area and in the country as a whole.","[...] by Supreme Decree No. 030-2014-PCM, issued on 28 April 2014, the state of emergency in the District of Cholón in the Province of Marañón, the District of Monzón in the Province of Huamalíes, and the Province of Leo"
Perú,Peru,2014-06-27,2014,extensión,estado de emergencia,directo,,,ONU_PIDCP_art4,"[...] by Supreme Decree No. 035-2014-PCM, issued on 15 May 2014, the state of emergency in the Provinces of Huanta and La Mar, Department of Ayacucho; in the Province of Tayacaja, Department of Huancavelica; in the Districts of Kimbiri, Pichari and Vilcabamba in the Province of La Convención, Department of Cusco; and in the Province of Satipo, the Districts of Andamarca and Comas in the Province of Concepción, and the Districts of Santo Domingo de Acobamba and Pariahuanca in the Province of Huancayo, Department of Junín, has been extended for 60 days, with effect from 25 May 2014. The Permanent Mission has duly reported to the Secretariat previous extensions of the state of emergency in the aforementioned places, the most recent communication being note No. 7-1-SG/13 of 2 April 2014. During the state of emergency, the rights relating to liberty and security of person, inviolability of the home, freedom of assembly and freedom of movement within the territory, recognized in article 2, paragraphs 9, 11, 12 and 24 (f), of the Political Constitution of Peru and in articles 17, 12, 21 and 9 of the International Covenant on Civil and Political Rights, respectively, will be suspended in order to consolidate peace in the area and in the country as a whole.","[...] by Supreme Decree No. 035-2014-PCM, issued on 15 May 2014, the state of emergency in the Provinces of Huanta and La Mar, Department of Ayacucho; in the Province of Tayacaja, Department of Huancavelica; in the Distr"
